"","playlist_name","playlist_img","track_name","track_uri","artist_name","album_name","album_img","track_added_at","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode"
"1454","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Sweet but Psycho","25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",1970-01-01,0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"C# major"
"1455","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Louboutin","1nYj5Hv2ON80QokibDMvOE","Frenna","Francis","https://i.scdn.co/image/d702c9283d8841b1846c3139d35f7f75bd5fe366",1970-01-01,0.759,0.625,"G",-7.933,"major",0.191,0.121,0,0.0888,0.626,120.112,185834,4,"G major"
"1456","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","High Hopes","1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/5a0c73915586db4a6acf0a92eb7c503877f1c9a4",1970-01-01,0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,190947,4,"F major"
"1457","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Verleden Tijd","7qkqUFKET2tAjVHLxlLYOe","Frenna","Francis","https://i.scdn.co/image/d702c9283d8841b1846c3139d35f7f75bd5fe366",1970-01-01,0.771,0.661,"A#",-6.718,"major",0.0916,0.131,5.45e-06,0.114,0.183,104.884,195469,4,"A# major"
"1458","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","thank u, next","2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","thank u, next","https://i.scdn.co/image/77eb7c17cafe550337bbb4711235a0128db66a66",1970-01-01,0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,207333,4,"C# major"
"1459","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Terug Naar Toen (feat. Lijpe)","3ELaEOpbAaXnahwApLkUvR","Boef","93","https://i.scdn.co/image/c3dde93993920acde2a18aa904dbf9ccb3cd3bf5",1970-01-01,0.76,0.711,"B",-6.721,"minor",0.418,0.237,0,0.21,0.504,96.759,200795,4,"B minor"
"1460","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Culo","442ctQ3OBBk8aMo3Ma3wRX","Bizzey","Culo","https://i.scdn.co/image/211da1026441260355d398dd1fa481fc5e7570ef",1970-01-01,0.689,0.854,"G#",-3.602,"major",0.111,0.119,0.00408,0.322,0.796,174.054,196638,4,"G# major"
"1461","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Be Alright","3EPXxR3ImUwfayaurPi3cm","Dean Lewis","Be Alright","https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69",1970-01-01,0.553,0.586,"B",-6.319,"major",0.0362,0.697,0,0.0813,0.443,126.684,196373,4,"B major"
"1462","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","SVP (feat. JoeyAK, Young Ellens & Sevn Alias)","036HGg6Bs7n15m99zcnPwZ","Boef","93","https://i.scdn.co/image/c3dde93993920acde2a18aa904dbf9ccb3cd3bf5",1970-01-01,0.579,0.814,"F#",-6.984,"major",0.42,0.0955,0,0.109,0.735,139.904,212830,4,"F# major"
"1463","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Say My Name","0YammaEkYSeo9vQYZ1OwS6","David Guetta","7","https://i.scdn.co/image/89dcc62fb8b9bf7f250155448d93218d80d4f82c",1970-01-01,0.703,0.66,"A#",-5.119,"minor",0.123,0.137,0,0.192,0.79,95.031,198947,4,"A# minor"
"1464","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Shallow","2VxeLyX666F8uXCJ0dZF8B","Lady Gaga","A Star Is Born Soundtrack","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01,0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,215733,4,"G major"
"1465","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Let You Love Me","5Fla3zyOCcIRqrDoKLU0DP","Rita Ora","Phoenix (Deluxe)","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",1970-01-01,0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,190000,4,"A# major"
"1466","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","IJskoud","2zVNIG9cfMyFxt8XqJ64s4","Nielson","Diamant","https://i.scdn.co/image/aa8925e05ab668895d8a665887c33fec5f2168dc",1970-01-01,0.668,0.73,"G",-6.573,"major",0.0476,0.0434,0.0109,0.368,0.146,98.024,210201,4,"G major"
"1467","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01,0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor"
"1468","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Fallin'","1SveOxUxAxhrCWBhdfbjQu","Idaly","Fallin'","https://i.scdn.co/image/8caf74ac1ec9c8fe27b8136f065d70f1af365323",1970-01-01,0.854,0.529,"A#",-7.454,"minor",0.0541,0.176,0.00474,0.0765,0.831,106.998,218754,4,"A# minor"
"1469","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Promises (with Sam Smith)","5N5k9nd479b1xpDZ4usjrg","Calvin Harris","Promises (with Sam Smith)","https://i.scdn.co/image/b0875765de11e1b6bdfbdd07c2de72e65c02f524",1970-01-01,0.781,0.768,"B",-5.991,"major",0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,"B major"
"1470","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Regen","46V1YQy4dwmVG9zB5PkawO","Frenna","Francis","https://i.scdn.co/image/d702c9283d8841b1846c3139d35f7f75bd5fe366",1970-01-01,0.819,0.669,"D",-6.452,"major",0.176,0.0633,0,0.148,0.267,99.984,206391,4,"D major"
"1471","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Amigo (feat. Mula B)","567sFGii0JsIoFlHkO6h8Z","Soufiane Eddyani","Amigo (feat. Mula B)","https://i.scdn.co/image/0df049699e4aecbfb450f0d8e2b87ffe6856cc8b",1970-01-01,0.749,0.533,"E",-6.76,"minor",0.0596,0.444,0,0.238,0.952,137.076,170861,4,"E minor"
"1472","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","SLIDE","0cvgns9yWdycXStdjLzoZT","Caza","SLIDE","https://i.scdn.co/image/9bcbdb365d5cdf831625f08c9284bf4d91f13c67",1970-01-01,0.747,0.753,"E",-5.703,"minor",0.0504,0.0388,1.03e-06,0.132,0.724,96.99,112864,4,"E minor"
"1473","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Freak In The Weekend","19CB086TjdU7dRi3JN9SzY","Frenna","Francis","https://i.scdn.co/image/d702c9283d8841b1846c3139d35f7f75bd5fe366",1970-01-01,0.924,0.505,"A",-7.928,"minor",0.205,0.158,0,0.121,0.694,120.04,196092,4,"A minor"
"1474","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Speciaal","1IJ2kXcVKw9Of3weornLMo","Frenna","Francis","https://i.scdn.co/image/d702c9283d8841b1846c3139d35f7f75bd5fe366",1970-01-01,0.717,0.537,"G",-7.413,"minor",0.158,0.37,0.00121,0.172,0.569,195.782,211273,4,"G minor"
"1475","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Wow.","6MWtB6iiXyIwun0YzU6DFP","Post Malone","Wow.","https://i.scdn.co/image/4a09059a2a756967588647bbcb5fd5f6fd8dd434",1970-01-01,0.833,0.539,"B",-7.399,"minor",0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4,"B minor"
"1476","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Happier","2dpaYNEQHiRxtZbfNsse99","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01,0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,214290,4,"F major"
"1477","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Alleen Door Jou","4tcdEtudRV8K5xSE219QBl","Famke Louise","Alleen Door Jou","https://i.scdn.co/image/c8a884882354150feed45c0b79bbcd57b310018d",1970-01-01,0.758,0.574,"C",-4.67,"minor",0.0407,0.169,0,0.27,0.346,99.955,216280,4,"C minor"
"1478","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Happy Now (feat. Sandro Cavazza)","14sOS5L36385FJ3OL8hew4","Kygo","Happy Now (feat. Sandro Cavazza)","https://i.scdn.co/image/4c3c7043fcc1a585cdd54907280521bc7e5341bf",1970-01-01,0.693,0.575,"A",-6.998,"major",0.0801,0.374,0,0.252,0.492,117.999,211362,4,"A major"
"1479","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Without Me","5p7ujcrUXASCNwRaWNHR1C","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01,0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,"F# major"
"1480","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Youngblood","2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","Youngblood (Deluxe)","https://i.scdn.co/image/6e6d631b0dcc2e9dc5ea7a0de0f0cf5bd813bbcf",1970-01-01,0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,203418,4,"G minor"
"1481","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Close To Me (with Diplo) (feat. Swae Lee)","5JEx7HbmvHQQswJCsoo9rA","Ellie Goulding","Close To Me (feat. Swae Lee)","https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8",1970-01-01,0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,182623,4,"C# minor"
"1482","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","POSITIE","5dVXY5359o7XBmfoNCBMxg","Caza","POSITIE","https://i.scdn.co/image/53407bbce5ab0b2d8412359630f2666753307099",1970-01-01,0.793,0.875,"F#",-6.872,"major",0.124,0.0117,2.01e-06,0.0757,0.808,103.022,200971,4,"F# major"
"1483","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Gucci Pet","3hPLr0a6FTlifTi8hzJPYr","Boef","93","https://i.scdn.co/image/c3dde93993920acde2a18aa904dbf9ccb3cd3bf5",1970-01-01,0.63,0.717,"G",-7.838,"minor",0.596,0.116,0,0.105,0.74,94.393,162491,4,"G minor"
"1484","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","3KkXRkHbMCARz0aVfEt68P","Post Malone","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",1970-01-01,0.76,0.479,"D",-5.574,"major",0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"D major"
"1485","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","High On Life (feat. Bonn)","4ut5G4rgB1ClpMTMfjoIuy","Martin Garrix","High On Life (feat. Bonn)","https://i.scdn.co/image/a6e183ee798c9a78e9b1604cfa8a1575a57ae7cf",1970-01-01,0.414,0.486,"F#",-6.431,"minor",0.0311,0.0129,0,0.111,0.368,128.038,230762,4,"F# minor"
"1486","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","wine slow - Remix","4sfdFMNDcc0Aw9DuwEksAn","Idaly","wine slow (Remix)","https://i.scdn.co/image/35b273fbdb20f151abdd0c5c837b9322649bef02",1970-01-01,0.817,0.733,"F",-6.84,"major",0.0595,0.306,0.147,0.0878,0.801,96.015,225175,4,"F major"
"1487","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Nothing Breaks Like a Heart (feat. Miley Cyrus)","27rdGxbavYJeBphck5MZAF","Mark Ronson","Nothing Breaks Like a Heart (feat. Miley Cyrus)","https://i.scdn.co/image/6660f96688785c4b222c32a53eeb484c68a10610",1970-01-01,0.601,0.794,"G",-5.844,"minor",0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,"G minor"
"1488","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Shotgun","4ofwffwvvnbSkrMSCKQDaC","George Ezra","Staying at Tamara's","https://i.scdn.co/image/caf848886b4cd05003fb342f928b64ea09b305f3",1970-01-01,0.672,0.735,"F",-4.733,"major",0.0457,0.286,0,0.242,0.754,115.741,201287,4,"F major"
"1489","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","In My Mind","0E9ZjEAyAwOXZ7wJC0PD33","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01,0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"F# major"
"1490","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Eastside (with Halsey & Khalid)","7FGq80cy8juXBCD2nrqdWU","benny blanco","FRIENDS KEEP SECRETS","https://i.scdn.co/image/f3420e21041cf842dca37865ce02585c790a0f63",1970-01-01,0.632,0.686,"F#",-7.665,"minor",0.243,0.549,0,0.2,0.329,89.949,170770,4,"F# minor"
"1491","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Rolls Sessie","3BdgztSYQdUcbhAIZBo2DL","Boef","93","https://i.scdn.co/image/c3dde93993920acde2a18aa904dbf9ccb3cd3bf5",1970-01-01,0.799,0.559,"G",-8.577,"major",0.351,0.0273,0,0.105,0.652,46.503,125379,4,"G major"
"1492","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Wild Wild Son (feat. Sam Martin)","5dRlU4dgX4t0K1wQuFLPsN","Armin van Buuren","Wild Wild Son (feat. Sam Martin)","https://i.scdn.co/image/c0fbdccc7f6140f04db4ea3d12e4e019ff7edd5e",1970-01-01,0.446,0.573,"D#",-5.081,"major",0.0279,0.0416,0,0.108,0.167,135.96,213707,4,"D# major"
"1493","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Electricity (with Dua Lipa)","5N4erncE7kuUccm7zEmwzk","Silk City","Electricity (with Dua Lipa)","https://i.scdn.co/image/802059f2ebbb40d53736e322b8b67f9ff8247507",1970-01-01,0.588,0.67,"C",-6.439,"major",0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4,"C major"
"1494","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Darkside","6SRWhUJcD2YKahCwHavz3X","Alan Walker","Different World","https://i.scdn.co/image/77eb7c17cafe5503b515e3c4a32b2a42506d3335",1970-01-01,0.43,0.606,"E",-5.115,"minor",0.0431,0.131,0,0.173,0.123,169.988,211680,4,"E minor"
"1495","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","when the party's over","14JzyD6FlBD5z0wV5P07YI","Billie Eilish","when the party's over","https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072",1970-01-01,0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"C# minor"
"1496","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Bad Liar","2RSHsoi04658QL5xgQVov3","Imagine Dragons","Origins (Deluxe)","https://i.scdn.co/image/6ac2ed0481154149e2ca501b5dcbe3c1ac937c43",1970-01-01,0.383,0.637,"D#",-6.993,"major",0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,"D# major"
"1497","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","7tFiyTwD0nx5a1eklYtX2J","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01,0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,354320,4,"D# major"
"1498","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Djadja","7sKDftgGirHWTVFMtJoDoh","Aya Nakamura","NAKAMURA","https://i.scdn.co/image/cfea917f5aeae1a74f6cbb24103eb6f6b7fd3a71",1970-01-01,0.829,0.796,"F",-5.428,"major",0.11,0.0612,0,0.111,0.551,97.976,171133,4,"F major"
"1499","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Voorbij","4nQnGxDEOBy5PUihTPSdIZ","Josylvio","Hella Cash Gang (Vol. 1)","https://i.scdn.co/image/6312089ccdb9730b9bdac4a22d3844751ae84bc9",1970-01-01,0.852,0.698,"C#",-5.312,"minor",0.194,0.549,0.000297,0.096,0.814,100.008,146553,4,"C# minor"
"1500","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Copines","1Bhm5HNO1cq8olDbBmokyL","Aya Nakamura","NAKAMURA","https://i.scdn.co/image/cfea917f5aeae1a74f6cbb24103eb6f6b7fd3a71",1970-01-01,0.702,0.786,"G#",-3.943,"minor",0.086,0.261,0,0.105,0.904,180.02,171720,4,"G# minor"
"1501","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","All I Want for Christmas Is You","0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","Merry Christmas","https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437",1970-01-01,0.335,0.625,"G",-7.462,"major",0.0386,0.164,0,0.0708,0.346,150.277,241107,4,"G major"
"1502","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Last Christmas","2FRnf9qhLbvw8fu4IBXx78","Wham!","LAST CHRISTMAS","https://i.scdn.co/image/e106efaf6cfa29007b6f111c4137e3b56219946c",1970-01-01,0.735,0.478,"D",-12.472,"major",0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,4,"D major"
"1503","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Jingle Bell Rock","7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)","https://i.scdn.co/image/255528e0babfb705009a6b133dd841052972d55f",1970-01-01,0.754,0.424,"D",-8.463,"major",0.0363,0.643,0,0.0652,0.806,119.705,130973,4,"D major"
"1504","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Rockin' Around The Christmas Tree","2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Merry Christmas From Brenda Lee","https://i.scdn.co/image/2c8b60a5635bea6149dd47212290c866953ad3ed",1970-01-01,0.589,0.472,"G#",-8.749,"major",0.0502,0.614,0,0.505,0.898,67.196,126267,4,"G# major"
"1505","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","It's Beginning To Look A Lot Like Christmas","0lLdorYw7lVrJydTINhWdI","Michael Bublé","Christmas","https://i.scdn.co/image/5f828e84beaefc8c0539ca558f849e8549e8778c",1970-01-01,0.35,0.232,"E",-11.042,"major",0.0331,0.907,9.21e-06,0.292,0.381,93.269,206347,3,"E major"
"1506","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Do They Know It's Christmas? - 1984 Version","0247StOpd3AkeBQzANX4Zf","Band Aid","Do They Know It's Christmas?","https://i.scdn.co/image/1700bbec37b41ef086012bb0d528c3c43930fca6",1970-01-01,0.599,0.642,"C",-6.936,"major",0.0363,0.164,3.33e-05,0.0992,0.349,115.412,222533,4,"C major"
"1507","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","It's the Most Wonderful Time of the Year","5hslUAKq9I9CG2bAulFkHN","Andy Williams","The Andy Williams Christmas Album","https://i.scdn.co/image/a3e8629ce4030dc985bdffca9b1b854ac9c8dadf",1970-01-01,0.24,0.598,"G",-8.435,"major",0.037,0.766,0,0.117,0.776,202.082,151933,3,"G major"
"1508","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Santa Tell Me","0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me","https://i.scdn.co/image/ca80da7a2271f0806a977c7c1f6cfa6aa5d7e92b",1970-01-01,0.506,0.628,"G",-7.316,"major",0.173,0.0545,0,0.301,0.556,191.708,204093,4,"G major"
"1509","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","7Lbxvt42JsNSKVCaN63qhD","Paul McCartney","McCartney II (Special Edition)","https://i.scdn.co/image/a59feeb9c675194eb86e2816c494f4082ccd53d4",1970-01-01,0.774,0.511,"B",-8.914,"major",0.0319,0.322,0,0.0672,0.771,94.736,227653,4,"B major"
"1510","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Happy Xmas (War Is Over) - Remastered","3zJw3rugfpVrmBeDDnUYzy","John Lennon","Power To The People - The Hits","https://i.scdn.co/image/2b8d8b3d509bf68a05aad85b8bbbc714b1d15bf2",1970-01-01,0.328,0.607,"D",-11.076,"major",0.0315,0.319,0,0.765,0.395,146.539,213880,3,"D major"
"1511","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","7inXu0Eaeg02VsM8kHNvzM","Frank Sinatra","Christmas Songs By Sinatra","https://i.scdn.co/image/6cad0033aecb1e2cabd033100896a53598a96ccf",1970-01-01,0.603,0.321,"D",-11.489,"major",0.0599,0.881,0,0.34,0.844,143.104,155600,4,"D major"
"1512","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","White Christmas","4so0Wek9Ig1p6CRCHuINwW","Bing Crosby","Holiday Inn (Original Motion Picture Soundtrack)","https://i.scdn.co/image/dc436d7374ec79b0a85251ea69a950185241f08c",1970-01-01,0.317,0.158,"A",-16.485,"major",0.0381,0.673,0.353,0.338,0.247,130.503,177480,3,"A major"
"1513","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Feliz Navidad","7taXf5odg9xCAZERYfyOkS","José Feliciano","The Definite Best","https://i.scdn.co/image/2fc15655ca7aa0c5e10c7fb93ccdbf3cd37551fa",1970-01-01,0.485,0.857,"D",-7.059,"major",0.0442,0.534,0,0.347,0.963,148.749,182360,4,"D major"
"1514","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","The Christmas Song (Merry Christmas To You)","4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Expanded Edition)","https://i.scdn.co/image/b2a8529496ffd10f5cf1b3b0dd5da954f21bf9d3",1970-01-01,0.319,0.21,"C#",-15.231,"major",0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160,4,"C# major"
"1515","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Driving Home for Christmas","3Z3QhZAZpqwZa1phsbQ3JZ","Chris Rea","The Works","https://i.scdn.co/image/4845c1247ad7d1c28e34ec6a4b63d1431426c49b",1970-01-01,0.497,0.661,"A",-9.047,"major",0.0361,0.328,0.000317,0.211,0.894,180.225,240213,4,"A major"
"1516","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Mistletoe","7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Under The Mistletoe (Deluxe Edition)","https://i.scdn.co/image/16e999ce756e313753f68eb3af19c328bf09332a",1970-01-01,0.658,0.56,"F#",-9.049,"minor",0.0467,0.498,0,0.0794,0.854,161.994,182947,4,"F# minor"
"1517","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Let It Snow! Let It Snow! Let It Snow!","2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","A Winter Romance","https://i.scdn.co/image/3e755c022cb74d6ea061e39c57dceb90a5a46e67",1970-01-01,0.452,0.24,"C#",-14.014,"major",0.0351,0.912,2.45e-06,0.175,0.701,134.005,117147,4,"C# major"
"1518","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Underneath the Tree","3nAp4IvdMPPWEH9uuXFFV5","Kelly Clarkson","Wrapped In Red","https://i.scdn.co/image/ff6b67458d8ed3ada8be10060a8ef2bdbc32dbed",1970-01-01,0.509,0.812,"G#",-5.438,"major",0.0537,0.0013,1.99e-05,0.214,0.689,159.876,229640,4,"G# major"
"1519","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","Holly Jolly Christmas","6tjituizSxwSmBB5vtgHZE","Michael Bublé","Christmas","https://i.scdn.co/image/5f828e84beaefc8c0539ca558f849e8549e8778c",1970-01-01,0.647,0.465,"G",-8.308,"major",0.0428,0.865,0,0.0882,0.699,151.251,119787,4,"G major"
"1520","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","A Holly Jolly Christmas - Single Version","65Q2mv3UlVi9eO70OpsmSe","Burl Ives","Have A Holly Jolly Christmas","https://i.scdn.co/image/d46fad6eb53b9955f48aa1ad812328aa50d43496",1970-01-01,0.674,0.37,"C",-12.937,"major",0.0309,0.616,0,0.0781,0.862,140.352,135533,4,"C major"
"1521","Luxembourg Top 50","https://charts-images.scdn.co/REGIONAL_LU_DEFAULT.jpg","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","2pXpURmn6zC5ZYDMms6fwa","Perry Como","Greatest Christmas Songs","https://i.scdn.co/image/ad098b0589a44278ba6e94d4a566cab013d3afa5",1970-01-01,0.725,0.276,"G",-12.25,"major",0.0599,0.76,0,0.116,0.717,112.89,155933,4,"G major"
